,Hospital,Hospital Latitude,Hospital Longitude,Venue City,Venue,Venue Latitude,Venue Longitude,Venue Category,yelp_link,rating,reviews
131,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Andy's Donut Stop,37.947475734012656,-122.34784097053722,Donut Shop,https://www.yelp.com/biz/andys-donut-stop-san-pablo,4 star rating,78 reviews
132,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-san-pablo,3.5,354 
133,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-san-pablo,4 star rating,163 reviews
134,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-san-pablo,4,721 
135,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Empire Buffet,37.95587129178859,-122.33186792423568,Chinese Restaurant,https://www.yelp.com/biz/empire-buffet-san-pablo,2.5,166 
136,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-san-pablo,[],[]
137,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Angelo's Deli,37.93163876175465,-122.32342705402739,Deli / Bodega,https://www.yelp.com/biz/angelos-deli-san-pablo,4 star rating,225 reviews
138,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Phở Thái Hùng,37.946544553799484,-122.33018979314981,Vietnamese Restaurant,https://www.yelp.com/biz/phở-thái-hùng-san-pablo,[],[]
139,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Taqueria Maria,37.983168238937274,-122.3176914700373,Mexican Restaurant,https://www.yelp.com/biz/taqueria-maria-san-pablo,3.5,269 
140,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Cafe Soleil,37.96286635380909,-122.32033888161111,American Restaurant,https://www.yelp.com/biz/cafe-soleil-san-pablo,[],[]
141,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Banana Leaf Thai Cuisine,37.92927064067849,-122.32107683015211,Thai Restaurant,https://www.yelp.com/biz/banana-leaf-thai-cuisine-san-pablo,[],[]
142,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,3 hermanas,37.942831680985414,-122.32997253086539,Mexican Restaurant,https://www.yelp.com/biz/3-hermanas-san-pablo,3.5,215 
143,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,GangNam Tofu,37.92713454063715,-122.31964210063985,Korean Restaurant,https://www.yelp.com/biz/gangnam-tofu-san-pablo,[],[]
144,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Taco Bell,37.95484932713572,-122.33134125861014,Fast Food Restaurant,https://www.yelp.com/biz/taco-bell-san-pablo,2,56 
145,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Kaliente,37.96600284300769,-122.31473732828475,Latin American Restaurant,https://www.yelp.com/biz/kaliente-san-pablo,[],[]
146,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Mi Virgencita Taqueria Taco Truck,37.96338350720581,-122.32776051886601,Food Truck,https://www.yelp.com/biz/mi-virgencita-taqueria-taco-truck-san-pablo,[],[]
147,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-san-pablo,[],[]
148,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Delhi Dhaba & Chaat,37.95027822191478,-122.33056107873672,Indian Restaurant,https://www.yelp.com/biz/delhi-dhaba-and-chaat-san-pablo,4,108 
149,Brookside Hospital,37.9537211,-122.33727820000001,San Pablo,Sawadee Thai,37.93377057466776,-122.324108830649,Thai Restaurant,https://www.yelp.com/biz/sawadee-thai-san-pablo,[],[]
150,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Starbread,37.955460701555936,-122.33626983881605,Bakery,https://www.yelp.com/biz/starbread-san-pablo,[],[]
151,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Americana's Pizza/Taqueria,37.95486767701903,-122.33406182132444,Pizza Place,https://www.yelp.com/biz/americanas-pizza/taqueria-san-pablo,[],[]
152,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,El Pollo Loco,37.950971,-122.332886,Fast Food Restaurant,https://www.yelp.com/biz/el-pollo-loco-san-pablo,2.5,88 
153,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Blue Bay Thai Cuisine,37.95565142347947,-122.33619659634726,Asian Restaurant,https://www.yelp.com/biz/blue-bay-thai-cuisine-san-pablo,3.5,435 
154,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Taqueria La Bamba - Richmond,37.93633839544606,-122.32572397445279,Latin American Restaurant,https://www.yelp.com/biz/taqueria-la-bamba---richmond-san-pablo,[],[]
155,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Portumex Restaurant,37.942507039915945,-122.347755270685,Mexican Restaurant,https://www.yelp.com/biz/portumex-restaurant-san-pablo,[],[]
156,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Tacos Los Primos (Burrito Truck),37.93803555449376,-122.34751450295654,Food Truck,https://www.yelp.com/biz/tacos-los-primos-(burrito-truck)-san-pablo,[],[]
157,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,La Strada Italian Restaurant,37.9559819,-122.3429509,Italian Restaurant,https://www.yelp.com/biz/la-strada-italian-restaurant-san-pablo,4,352 
158,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Rockin' Crawfish,37.966026,-122.343161,Seafood Restaurant,https://www.yelp.com/biz/rockin-crawfish-san-pablo,4,405 
159,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Nation's Giant Hamburgers,37.95369407532351,-122.33346005995061,American Restaurant,https://www.yelp.com/biz/nations-giant-hamburgers-san-pablo,3,199 
160,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Jersey Mike's Subs,37.95439759385729,-122.33200151688837,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-san-pablo,4,74 
161,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Andy's Donut Stop,37.947475734012656,-122.34784097053722,Donut Shop,https://www.yelp.com/biz/andys-donut-stop-san-pablo,4 star rating,78 reviews
162,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,CJ's Barbecue & Fish,37.93570633148739,-122.34617517874442,BBQ Joint,https://www.yelp.com/biz/cjs-barbecue-and-fish-san-pablo,4 star rating,163 reviews
163,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Huong Tra,37.93458460460347,-122.32500589877152,Vietnamese Restaurant,https://www.yelp.com/biz/huong-tra-san-pablo,4,721 
164,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Sukie's Country Kitchen,37.96536558850649,-122.34157182778719,American Restaurant,https://www.yelp.com/biz/sukies-country-kitchen-san-pablo,3.5,354 
165,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Empire Buffet,37.95587129178859,-122.33186792423568,Chinese Restaurant,https://www.yelp.com/biz/empire-buffet-san-pablo,2.5,166 
166,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Angelo's Deli,37.93163876175465,-122.32342705402739,Deli / Bodega,https://www.yelp.com/biz/angelos-deli-san-pablo,4 star rating,225 reviews
167,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Door De Jalisco Taco Truck,37.93599114066178,-122.34970864838641,Food Truck,https://www.yelp.com/biz/door-de-jalisco-taco-truck-san-pablo,[],[]
168,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Phở Thái Hùng,37.946544553799484,-122.33018979314981,Vietnamese Restaurant,https://www.yelp.com/biz/phở-thái-hùng-san-pablo,[],[]
169,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Cafe Soleil,37.96286635380909,-122.32033888161111,American Restaurant,https://www.yelp.com/biz/cafe-soleil-san-pablo,[],[]
170,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Banana Leaf Thai Cuisine,37.92927064067849,-122.32107683015211,Thai Restaurant,https://www.yelp.com/biz/banana-leaf-thai-cuisine-san-pablo,[],[]
171,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,3 hermanas,37.942831680985414,-122.32997253086539,Mexican Restaurant,https://www.yelp.com/biz/3-hermanas-san-pablo,3.5,215 
172,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,GangNam Tofu,37.92713454063715,-122.31964210063985,Korean Restaurant,https://www.yelp.com/biz/gangnam-tofu-san-pablo,[],[]
173,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Taco Bell,37.95484932713572,-122.33134125861014,Fast Food Restaurant,https://www.yelp.com/biz/taco-bell-san-pablo,2,56 
174,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Kaliente,37.96600284300769,-122.31473732828475,Latin American Restaurant,https://www.yelp.com/biz/kaliente-san-pablo,[],[]
175,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Mi Virgencita Taqueria Taco Truck,37.96338350720581,-122.32776051886601,Food Truck,https://www.yelp.com/biz/mi-virgencita-taqueria-taco-truck-san-pablo,[],[]
176,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Delhi Dhaba & Chaat,37.95027822191478,-122.33056107873672,Indian Restaurant,https://www.yelp.com/biz/delhi-dhaba-and-chaat-san-pablo,4,108 
177,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Caspers,37.935149501809086,-122.34491562658056,Hot Dog Joint,https://www.yelp.com/biz/caspers-san-pablo,[],[]
178,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Sawadee Thai,37.93377057466776,-122.324108830649,Thai Restaurant,https://www.yelp.com/biz/sawadee-thai-san-pablo,[],[]
179,Doctors Medical Center San Pablo Campus,37.9530908,-122.3365108,San Pablo,Tacos Rodriguez,37.9711084060453,-122.30582147507815,Food Truck,https://www.yelp.com/biz/tacos-rodriguez-san-pablo,4 star rating,16 reviews
180,El Camino Hospital,37.3688478,-122.0801846,Mountain View,House of Bagels,37.3728763,-122.0875542,Bagel Shop,https://www.yelp.com/biz/house-of-bagels-mountain-view,4,214 
181,El Camino Hospital,37.3688478,-122.0801846,Mountain View,The Sandwich Spot,37.379137711238116,-122.07258786046813,Sandwich Place,https://www.yelp.com/biz/the-sandwich-spot-mountain-view,4.5,497 
182,El Camino Hospital,37.3688478,-122.0801846,Mountain View,In-N-Out Burger,37.380461003166666,-122.07402654302196,Fast Food Restaurant,https://www.yelp.com/biz/in-n-out-burger-mountain-view,4,508 
183,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Erik's DeliCafe,37.37827,-122.07621,Sandwich Place,https://www.yelp.com/biz/eriks-delicafe-mountain-view,3.5,146 
184,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Casa Lupe,37.37191198605315,-122.05761879424176,Mexican Restaurant,https://www.yelp.com/biz/casa-lupe-mountain-view,3.5,277 
185,El Camino Hospital,37.3688478,-122.0801846,Mountain View,A Slice of New York,37.37511390548093,-122.0578246327404,Pizza Place,https://www.yelp.com/biz/a-slice-of-new-york-mountain-view,[],[]
186,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Garden Fresh Vegetarian Restaurant,37.38789057930723,-122.0889868579906,Vegetarian / Vegan Restaurant,https://www.yelp.com/biz/garden-fresh-vegetarian-restaurant-mountain-view,4,1307 
187,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Le Petit Bistro,37.38900636752298,-122.09058678214026,French Restaurant,https://www.yelp.com/biz/le-petit-bistro-mountain-view,4,384 
188,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Chalateco,37.37558995041737,-122.06154224974073,Mexican Restaurant,https://www.yelp.com/biz/chalateco-mountain-view,3.5,304 
189,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Madras Cafe,37.37428933253072,-122.05491999826636,Indian Restaurant,https://www.yelp.com/biz/madras-cafe-mountain-view,[],[]
190,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Clarke's Charcoal Broiler,37.384806974260925,-122.08249331998191,Burger Joint,https://www.yelp.com/biz/clarkes-charcoal-broiler-mountain-view,3.5,595 
191,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Sushi Tomi,37.39184977456495,-122.07792361499732,Sushi Restaurant,https://www.yelp.com/biz/sushi-tomi-mountain-view,4,2222 
192,El Camino Hospital,37.3688478,-122.0801846,Mountain View,sweetgreen,37.3909007,-122.0811452,Salad Place,https://www.yelp.com/biz/sweetgreen-mountain-view,3.5,219 
193,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Jersey Mike's Subs,37.373695,-122.05417,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-mountain-view,4,200 
194,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Aachi AappaKadai,37.37331720686464,-122.05246897800487,Indian Restaurant,https://www.yelp.com/biz/aachi-aappakadai-mountain-view,[],[]
195,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Namastee Nepal,37.38835235784545,-122.0881426881649,Indian Restaurant,https://www.yelp.com/biz/namastee-nepal-mountain-view,[],[]
196,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Annachi Kadai,37.38168456262805,-122.07496857577486,South Indian Restaurant,https://www.yelp.com/biz/annachi-kadai-mountain-view,[],[]
197,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Satkar Indian Food,37.37516394385296,-122.05785388149445,Indian Restaurant,https://www.yelp.com/biz/satkar-indian-food-mountain-view,[],[]
198,El Camino Hospital,37.3688478,-122.0801846,Mountain View,The Everest Momo,37.374663364410466,-122.05634771106259,Food Truck,https://www.yelp.com/biz/the-everest-momo-mountain-view,[],[]
199,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Cascal,37.39119286394745,-122.08083984093282,Tapas Restaurant,https://www.yelp.com/biz/cascal-mountain-view,3.5,2935 
200,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Cafe Vitale,37.35302831581724,-122.08745970068259,Pizza Place,https://www.yelp.com/biz/cafe-vitale-mountain-view,[],[]
201,El Camino Hospital,37.3688478,-122.0801846,Mountain View,The Old Siam,37.37392510759684,-122.0536342421934,Thai Restaurant,https://www.yelp.com/biz/the-old-siam-mountain-view,[],[]
202,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Subway,37.37310598898801,-122.08789006403208,Sandwich Place,https://www.yelp.com/biz/subway-mountain-view,1.5 star rating,20 reviews
203,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Masa Sushi,37.38822496893488,-122.08249337058672,Sushi Restaurant,https://www.yelp.com/biz/masa-sushi-mountain-view,4,175 
204,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Starbird,37.37461613615957,-122.05711312210907,New American Restaurant,https://www.yelp.com/biz/starbird-mountain-view,[],[]
205,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Satsuma Sushi,37.3755927107377,-122.06376797490068,Sushi Restaurant,https://www.yelp.com/biz/satsuma-sushi-mountain-view,3.5,668 
206,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Mediterranean Grill House,37.387719744802645,-122.08285188029049,Mediterranean Restaurant,https://www.yelp.com/biz/mediterranean-grill-house-mountain-view,3.5,522 
207,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Sakoon Indian Restaurant,37.39172374806272,-122.08019892872248,Indian Restaurant,https://www.yelp.com/biz/sakoon-indian-restaurant-mountain-view,3.5,1459 
208,El Camino Hospital,37.3688478,-122.0801846,Mountain View,Sugar Butter Flour,37.3720289581999,-122.05764937903015,Bakery,https://www.yelp.com/biz/sugar-butter-flour-mountain-view,[],[]
209,El Camino Hospital,37.3688478,-122.0801846,Mountain View,"Frankie, Johnnie & Luigi Too!",37.386442727002404,-122.08587420793525,Italian Restaurant,"https://www.yelp.com/biz/frankie,-johnnie-and-luigi-too!-mountain-view",[],[]
210,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Bascom Donuts,37.25873671790637,-121.94738158550888,Donut Shop,https://www.yelp.com/biz/bascom-donuts-san-jose,4.5,108 
211,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Panera Bread,37.24766462700035,-121.95624366408083,Bakery,https://www.yelp.com/biz/panera-bread-san-jose,3.5,409 
212,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Dona Maria,37.25847170630843,-121.9474657429962,Mexican Restaurant,https://www.yelp.com/biz/dona-maria-san-jose,4,464 
213,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Tu Mero Mole,37.260744996927784,-121.93246259880927,Mexican Restaurant,https://www.yelp.com/biz/tu-mero-mole-san-jose,4,848 
214,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Beach Hut Deli,37.26267872787507,-121.93512031657482,Deli / Bodega,https://www.yelp.com/biz/beach-hut-deli-san-jose,3.5,253 
215,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Jersey Mike's Subs,37.243073,-121.932272,Sandwich Place,https://www.yelp.com/biz/jersey-mikes-subs-san-jose,3.5,81 
216,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Subway,37.25356045048494,-121.95268507204923,Sandwich Place,https://www.yelp.com/biz/subway-san-jose,2.5,13 
217,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Los Gatos Cafe,37.24058065381322,-121.95936210826846,Diner,https://www.yelp.com/biz/los-gatos-cafe-san-jose,[],[]
218,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Chef Li,37.26213989574158,-121.93323091652047,Chinese Restaurant,https://www.yelp.com/biz/chef-li-san-jose,3,280 
219,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,happy hound,37.23764807250596,-121.96246134739465,Hot Dog Joint,https://www.yelp.com/biz/happy-hound-san-jose,[],[]
220,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Rangoli India Restaurant,37.26048356819021,-121.93182750072302,Indian Restaurant,https://www.yelp.com/biz/rangoli-india-restaurant-san-jose,3.5,1145 
221,Good Samaritan Hospital (San Jose),37.252044299999994,-121.94653020000001,San Jose,Five Guys,37.2623774,-121.9319148,Burger Joint,https://www.yelp.com/biz/five-guys-san-jose,3.5,232 
